company,data,updated_at
pathway healthcare private limited,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Pathway Healthcare Private Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pathway-healthcare-private-limited"", ""ICPMarketingSignal"": ""Healthcare industry event attendee"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pathway healthcare private limited"", ""email"": """"}",2026-05-11T13:12:57.145906
saudi arabia pavilion at osaka expo,"{""ICPIndustry"": ""Event Management"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Saudi Arabia Pavilion"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/saudi-arabia-pavilion-osaka-expo"", ""ICPMarketingSignal"": ""Participation in Osaka Expo"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""saudi arabia pavilion at osaka expo"", ""email"": """"}",2026-05-11T13:12:59.397235
torrent diagnostics,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Torrent Diagnostics Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/torrent-diagnostics"", ""ICPMarketingSignal"": ""Healthcare diagnostics conference"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""torrent diagnostics"", ""email"": """"}",2026-05-11T13:13:01.347047
zee india,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Zee Entertainment Enterprises Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/zee-india"", ""ICPMarketingSignal"": ""Media Streaming Service"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""zee india"", ""email"": """"}",2026-05-11T13:13:03.291249
lg electronics thailand,"{""ICPIndustry"": ""Electronics"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""15B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""LG Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/lg-electronics-thailand"", ""ICPMarketingSignal"": ""Brand recognition in consumer electronics in Thailand"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""lg electronics thailand"", ""email"": """"}",2026-05-11T13:13:05.203992
freshokit india private limited,"{""ICPIndustry"": ""E-commerce"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Freshokit India Private Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/freshokit-india-private-limited"", ""ICPMarketingSignal"": ""Online retail platform for fresh produce in India"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""freshokit india private limited"", ""email"": """"}",2026-05-11T13:13:07.130139
tripathi group,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Tripathi Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/tripathi-group"", ""ICPMarketingSignal"": ""Active consulting services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""tripathi group"", ""email"": """"}",2026-05-11T13:13:09.111277
b1g corporation,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""b1g corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/b1g-corporation"", ""ICPMarketingSignal"": ""Tech Conference Sponsorship"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""b1g corporation"", ""email"": """"}",2026-05-11T13:13:12.346136
story tv,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Story Media Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/story-tv"", ""ICPMarketingSignal"": ""Streaming platform launch"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""story tv"", ""email"": """"}",2026-05-11T13:13:15.029877
pt jasa marga (persero) tbk,"{""ICPIndustry"": ""Transportation"", ""ICPEmployeesRange"": ""10,001-50,000"", ""ICPRevenueUSD"": ""2.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""PT Jasa Marga (Persero) Tbk"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-jasa-marga-persero-tbk"", ""ICPMarketingSignal"": ""Publicly traded company with extensive infrastructure projects"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt jasa marga (persero) tbk"", ""email"": """"}",2026-05-11T13:13:16.759832
gourmet investment pvt. ltd,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Gourmet Investment Pvt. Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/gourmet-investment-pvt-ltd"", ""ICPMarketingSignal"": ""Financial advisory services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""gourmet investment pvt. ltd"", ""email"": """"}",2026-05-11T13:13:18.651490
good-bee ims service,"{""ICPIndustry"": ""Information Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Good Bee Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/good-bee-ims-service"", ""ICPMarketingSignal"": ""Active online presence, industry recognition"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""good-bee ims service"", ""email"": """"}",2026-05-11T13:13:20.442005
surana jewellers of jaipur,"{""ICPIndustry"": ""Retail Jewelry"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Surana Jewellers"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/surana-jewellers-jaipur"", ""ICPMarketingSignal"": ""Local jewelry store, established presence in Jaipur"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""surana jewellers of jaipur"", ""email"": """"}",2026-05-11T13:13:22.370610
auluka brands pvt ltd,"{""ICPIndustry"": ""Consumer Goods"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Auluka Brands Pvt Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/auka-brands-pvt-ltd"", ""ICPMarketingSignal"": ""Brand presence in retail stores"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""auluka brands pvt ltd"", ""email"": """"}",2026-05-11T13:13:24.226182
transsion indonesia,"{""ICPIndustry"": ""Consumer Electronics"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""150M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Transsion Holdings"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/transsion-indonesia"", ""ICPMarketingSignal"": ""Regional electronics retailer"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""transsion indonesia"", ""email"": """"}",2026-05-11T13:13:26.198764
j trust bank,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""J Trust Bank"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/j-trust-bank"", ""ICPMarketingSignal"": ""Regional banking services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""j trust bank"", ""email"": """"}",2026-05-11T13:13:28.427530
insurance authority,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""2B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Government of the Country"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/insurance-authority"", ""ICPMarketingSignal"": ""Regulatory Authority"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""insurance authority"", ""email"": """"}",2026-05-11T13:13:30.407113
emapta,"{""ICPIndustry"": ""Information Technology and Services"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""emapta"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/emapta"", ""ICPMarketingSignal"": ""Tech conference speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""emapta"", ""email"": """"}",2026-05-11T13:13:32.377019
"i.p.one co.,ltd","{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""i.p.one co.,ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/i-p-one-co-ltd"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""i.p.one co.,ltd"", ""email"": """"}",2026-05-11T13:13:54.581363
madhyamam,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Madhyamam Media Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/madhyamam"", ""ICPMarketingSignal"": ""Regional newspaper readership"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""madhyamam"", ""email"": """"}",2026-05-11T13:13:56.433617
aslaaa esports,"{""ICPIndustry"": ""Entertainment"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""aslaaa esports"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/aslaaa-esports"", ""ICPMarketingSignal"": ""Esports tournament sponsorship"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""aslaaa esports"", ""email"": """"}",2026-05-11T13:13:58.379962
colorsqueen,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""colorsqueen"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/colorsqueen"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""colorsqueen"", ""email"": """"}",2026-05-11T13:14:00.636250
space nestx,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""SpaceX"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/spacex/"", ""ICPMarketingSignal"": ""SpaceX launches and satellite deployments"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""space nestx"", ""email"": """"}",2026-05-11T13:14:02.786580
modern furniture works india llp,"{""ICPIndustry"": ""Furniture"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Modern Furniture Works India LLP"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/modern-furniture-works-india-llp"", ""ICPMarketingSignal"": ""Online furniture store"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""modern furniture works india llp"", ""email"": """"}",2026-05-11T13:14:04.936131
vistara spaces,"{""ICPIndustry"": ""Real Estate Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Vistara Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/vistara-spaces"", ""ICPMarketingSignal"": ""Real estate SaaS platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""vistara spaces"", ""email"": """"}",2026-05-11T13:14:06.751285
edusolent,"{""ICPIndustry"": ""Education"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Edusolent Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/edusolent"", ""ICPMarketingSignal"": ""Online education platform"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""edusolent"", ""email"": """"}",2026-05-11T13:14:09.545769
econut sustainable solutions pvt ltd,"{""ICPIndustry"": ""Environmental Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""econut sustainable solutions pvt ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/econut-sustainable-solutions-pvt-ltd"", ""ICPMarketingSignal"": ""Eco-friendly product launch"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""econut sustainable solutions pvt ltd"", ""email"": """"}",2026-05-11T13:14:11.734181
infinite computer solutions,"{""ICPIndustry"": ""Information Technology Services"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""150M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Infinite Computer Solutions Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/infinite-computer-solutions/"", ""ICPMarketingSignal"": ""Tech conference speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""infinite computer solutions"", ""email"": """"}",2026-05-11T13:14:13.787570
oxo living,"{""ICPIndustry"": ""Home & Living"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/oxo-living"", ""ICPMarketingSignal"": ""Home decor and lifestyle products"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""oxo living"", ""email"": """"}",2026-05-11T13:14:15.791051
woodenstreet,"{""ICPIndustry"": ""Furniture"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""WoodenStreet"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/woodenstreet"", ""ICPMarketingSignal"": ""Online furniture retailer"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""woodenstreet"", ""email"": """"}",2026-05-11T13:14:17.838090
morrison capital limited,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Morrison Capital Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/morrison-capital-limited"", ""ICPMarketingSignal"": ""Financial services firm"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""morrison capital limited"", ""email"": """"}",2026-05-11T13:14:20.061788
latis global communications inc.,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Latis Global Communications Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/latis-global-communications-inc"", ""ICPMarketingSignal"": ""Media Campaigns"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""latis global communications inc."", ""email"": """"}",2026-05-11T13:14:21.935210
new animate studio,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/new-animate-studio"", ""ICPMarketingSignal"": ""Recent project release"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""new animate studio"", ""email"": """"}",2026-05-11T13:14:23.673753
head digital works,"{""ICPIndustry"": ""Marketing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Head Digital Works"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/head-digital-works"", ""ICPMarketingSignal"": ""Active digital marketing campaigns"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""head digital works"", ""email"": """"}",2026-05-11T13:14:25.417381
opsnow,"{""ICPIndustry"": ""Information Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""OpsNow Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/opsnow"", ""ICPMarketingSignal"": ""Recent product launch"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""opsnow"", ""email"": """"}",2026-05-11T13:14:27.464511
changan,"{""ICPIndustry"": ""Automotive"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""20B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/changan-automobile"", ""ICPMarketingSignal"": ""Automotive manufacturing"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""changan"", ""email"": """"}",2026-05-11T13:14:29.305668
alsaad perfumes,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/alsaad-perfumes"", ""ICPMarketingSignal"": ""Brand recognition in Middle East"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""alsaad perfumes"", ""email"": """"}",2026-05-11T13:14:31.141931
42dot,"{""ICPIndustry"": ""FinTech"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series A"", ""ICPFUndingAmount"": ""5M"", ""ICPParentCompany"": ""42dot Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/42dot/"", ""ICPMarketingSignal"": ""FinTech Innovation Award 2023"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""42dot"", ""email"": """"}",2026-05-11T13:14:33.199781
